,DATE,STATION,NAME,TAVG,TMAX,TMIN,MONTH,DAY
276,2020-10-04,IN001080500,"BEGUMPET OBSERVATORY, IN",26.7,33.2,26.7,10,4
277,2020-10-05,IN001080500,"BEGUMPET OBSERVATORY, IN",26.2,32.6,26.2,10,5
278,2020-10-06,IN001080500,"BEGUMPET OBSERVATORY, IN",26.7,32.3,21.9,10,6
279,2020-10-07,IN001080500,"BEGUMPET OBSERVATORY, IN",23.6,33,23.6,10,7
280,2020-10-08,IN001080500,"BEGUMPET OBSERVATORY, IN",25.3,25.3,20.6,10,8
281,2020-10-09,IN001080500,"BEGUMPET OBSERVATORY, IN",25.5,31.3,25.5,10,9
282,2020-10-10,IN001080500,"BEGUMPET OBSERVATORY, IN",25.3,32.5,20.8,10,10
283,2020-10-11,IN001080500,"BEGUMPET OBSERVATORY, IN",23.6,30.5,23.6,10,11
284,2020-10-12,IN001080500,"BEGUMPET OBSERVATORY, IN",23.3,23.3,23.3,10,12
285,2020-10-13,IN001080500,"BEGUMPET OBSERVATORY, IN",22.1,27.4,22.1,10,13
286,2020-10-14,IN001080500,"BEGUMPET OBSERVATORY, IN",22.1,22.1,22.1,10,14
287,2020-10-15,IN001080500,"BEGUMPET OBSERVATORY, IN",24.4,24.4,22,10,15
288,2020-10-16,IN001080500,"BEGUMPET OBSERVATORY, IN",25.3,25.3,21.6,10,16
289,2020-10-17,IN001080500,"BEGUMPET OBSERVATORY, IN",25.1,25.1,25.1,10,17
290,2020-10-18,IN001080500,"BEGUMPET OBSERVATORY, IN",25.1,32.9,20.6,10,18
291,2020-10-19,IN001080500,"BEGUMPET OBSERVATORY, IN",24.9,31.8,22,10,19
292,2020-10-20,IN001080500,"BEGUMPET OBSERVATORY, IN",23.1,32.5,23.1,10,20
293,2020-10-21,IN001080500,"BEGUMPET OBSERVATORY, IN",25.1,30,22,10,21
294,2020-10-22,IN001080500,"BEGUMPET OBSERVATORY, IN",26.3,26.3,21,10,22
295,2020-10-23,IN001080500,"BEGUMPET OBSERVATORY, IN",26.3,32,19.3,10,23
296,2020-10-24,IN001080500,"BEGUMPET OBSERVATORY, IN",26.1,32.6,20.3,10,24
297,2020-10-25,IN001080500,"BEGUMPET OBSERVATORY, IN",26,33.2,20.2,10,25
298,2020-10-26,IN001080500,"BEGUMPET OBSERVATORY, IN",25,32,25,10,26
299,2020-10-27,IN001080500,"BEGUMPET OBSERVATORY, IN",24.6,31.8,18,10,27
300,2020-10-28,IN001080500,"BEGUMPET OBSERVATORY, IN",24.4,31.6,17.5,10,28
301,2020-10-29,IN001080500,"BEGUMPET OBSERVATORY, IN",24.6,31.8,17.6,10,29
302,2020-10-30,IN001080500,"BEGUMPET OBSERVATORY, IN",25,31,21,10,30
303,2020-10-31,IN001080500,"BEGUMPET OBSERVATORY, IN",24.7,31.5,19,10,31
304,2020-11-01,IN001080500,"BEGUMPET OBSERVATORY, IN",24.5,31.5,17.5,11,1
305,2020-11-02,IN001080500,"BEGUMPET OBSERVATORY, IN",25.1,31.8,17.5,11,2
306,2020-11-03,IN001080500,"BEGUMPET OBSERVATORY, IN",24.9,32.8,19.2,11,3
307,2020-11-04,IN001080500,"BEGUMPET OBSERVATORY, IN",23.3,31.6,23.3,11,4
308,2020-11-05,IN001080500,"BEGUMPET OBSERVATORY, IN",24.2,31.8,15.3,11,5
309,2020-11-06,IN001080500,"BEGUMPET OBSERVATORY, IN",24.2,32.2,15.6,11,6
310,2020-11-07,IN001080500,"BEGUMPET OBSERVATORY, IN",24.9,30.6,24.9,11,7
311,2020-11-08,IN001080500,"BEGUMPET OBSERVATORY, IN",23.9,31.4,17.8,11,8
312,2020-11-09,IN001080500,"BEGUMPET OBSERVATORY, IN",21.8,31.2,13.6,11,9
313,2020-11-10,IN001080500,"BEGUMPET OBSERVATORY, IN",21.5,30,12.8,11,10
314,2020-11-11,IN001080500,"BEGUMPET OBSERVATORY, IN",23.2,29.6,23.2,11,11
315,2020-11-12,IN001080500,"BEGUMPET OBSERVATORY, IN",23.8,30.7,20.5,11,12
316,2020-11-13,IN001080500,"BEGUMPET OBSERVATORY, IN",24.2,28.4,24.2,11,13
317,2020-11-14,IN001080500,"BEGUMPET OBSERVATORY, IN",25.3,25.3,18.6,11,14
318,2020-11-15,IN001080500,"BEGUMPET OBSERVATORY, IN",24.9,31.5,18.6,11,15
319,2020-11-16,IN001080500,"BEGUMPET OBSERVATORY, IN",24.7,31.2,24.7,11,16
320,2020-11-17,IN001080500,"BEGUMPET OBSERVATORY, IN",25.3,25.3,19.9,11,17
321,2020-11-18,IN001080500,"BEGUMPET OBSERVATORY, IN",25.7,31.2,20.1,11,18
322,2020-11-19,IN001080500,"BEGUMPET OBSERVATORY, IN",25.3,31,25.3,11,19
323,2020-11-20,IN001080500,"BEGUMPET OBSERVATORY, IN",25.3,31.6,25.3,11,20
324,2020-11-21,IN001080500,"BEGUMPET OBSERVATORY, IN",24.9,32.2,18.9,11,21
325,2020-11-22,IN001080500,"BEGUMPET OBSERVATORY, IN",24.6,33,24.6,11,22
326,2020-11-23,IN001080500,"BEGUMPET OBSERVATORY, IN",23.1,31.5,23.1,11,23
327,2020-11-24,IN001080500,"BEGUMPET OBSERVATORY, IN",22.4,29.8,22.4,11,24
328,2020-11-25,IN001080500,"BEGUMPET OBSERVATORY, IN",23.4,30.3,14.6,11,25
329,2020-11-26,IN001080500,"BEGUMPET OBSERVATORY, IN",21.9,30,19.5,11,26
330,2020-11-27,IN001080500,"BEGUMPET OBSERVATORY, IN",18.4,25.7,18.4,11,27
331,2020-11-28,IN001080500,"BEGUMPET OBSERVATORY, IN",20.3,20.3,17,11,28
332,2020-11-29,IN001080500,"BEGUMPET OBSERVATORY, IN",22.8,22.8,18.8,11,29
333,2020-11-30,IN001080500,"BEGUMPET OBSERVATORY, IN",23.3,23.3,18,11,30
334,2020-12-01,IN001080500,"BEGUMPET OBSERVATORY, IN",22.8,30.1,17.2,12,1
335,2020-12-02,IN001080500,"BEGUMPET OBSERVATORY, IN",22.5,29.8,22.5,12,2
336,2020-12-03,IN001080500,"BEGUMPET OBSERVATORY, IN",22.3,30.4,22.3,12,3
337,2020-12-04,IN001080500,"BEGUMPET OBSERVATORY, IN",22,29.8,22,12,4
338,2020-12-05,IN001080500,"BEGUMPET OBSERVATORY, IN",21.7,29.4,21.7,12,5
339,2020-12-06,IN001080500,"BEGUMPET OBSERVATORY, IN",21.8,30.4,21.8,12,6
340,2020-12-07,IN001080500,"BEGUMPET OBSERVATORY, IN",22.9,31.6,22.9,12,7
341,2020-12-08,IN001080500,"BEGUMPET OBSERVATORY, IN",21.8,30.7,21.8,12,8
342,2020-12-09,IN001080500,"BEGUMPET OBSERVATORY, IN",22.2,30.5,22.2,12,9
343,2020-12-10,IN001080500,"BEGUMPET OBSERVATORY, IN",23.2,30.1,23.2,12,10
344,2020-12-11,IN001080500,"BEGUMPET OBSERVATORY, IN",23.4,30.9,23.4,12,11
345,2020-12-12,IN001080500,"BEGUMPET OBSERVATORY, IN",22.9,32.2,22.9,12,12
346,2020-12-13,IN001080500,"BEGUMPET OBSERVATORY, IN",22.7,29.4,22.7,12,13
347,2020-12-14,IN001080500,"BEGUMPET OBSERVATORY, IN",22.8,29.3,22.8,12,14
348,2020-12-15,IN001080500,"BEGUMPET OBSERVATORY, IN",22.8,30.2,22.8,12,15
349,2020-12-16,IN001080500,"BEGUMPET OBSERVATORY, IN",22.1,29.2,22.1,12,16
350,2020-12-17,IN001080500,"BEGUMPET OBSERVATORY, IN",22.8,22.8,22.8,12,17
351,2020-12-18,IN001080500,"BEGUMPET OBSERVATORY, IN",22.7,29.8,22.7,12,18
352,2020-12-19,IN001080500,"BEGUMPET OBSERVATORY, IN",21,30.2,21,12,19
353,2020-12-20,IN001080500,"BEGUMPET OBSERVATORY, IN",20.2,28.8,20.2,12,20
354,2020-12-21,IN001080500,"BEGUMPET OBSERVATORY, IN",20.1,28.4,20.1,12,21
355,2020-12-22,IN001080500,"BEGUMPET OBSERVATORY, IN",20.1,28.7,20.1,12,22
356,2020-12-23,IN001080500,"BEGUMPET OBSERVATORY, IN",20.7,29.4,20.7,12,23
357,2020-12-24,IN001080500,"BEGUMPET OBSERVATORY, IN",21.7,28.6,14.2,12,24
358,2020-12-25,IN001080500,"BEGUMPET OBSERVATORY, IN",20.3,28.2,20.3,12,25
359,2020-12-26,IN001080500,"BEGUMPET OBSERVATORY, IN",20.4,20.4,20.4,12,26
360,2020-12-27,IN001080500,"BEGUMPET OBSERVATORY, IN",21.2,21.2,21.2,12,27
361,2020-12-28,IN001080500,"BEGUMPET OBSERVATORY, IN",21.2,21.2,21.2,12,28
362,2020-12-29,IN001080500,"BEGUMPET OBSERVATORY, IN",21.2,21.2,21.2,12,29
363,2020-12-30,IN001080500,"BEGUMPET OBSERVATORY, IN",21.2,21.2,21.2,12,30
364,2020-12-31,IN001080500,"BEGUMPET OBSERVATORY, IN",21.2,21.2,21.2,12,31
